SUBJECT,STRM,CATALOG_NBR,ACAD_CAREER,CLASS_ATTRIBUTES,CLASS_ATTRIBUTE_VALUES_CIV,CLASS_ATTRIBUTE_VALUES_DOM,CLASS_ATTRIBUTE_VALUES_INT,COURSE_TITLE,DESCRLONG,UNITS,ENROLL_REQUIREMENTS,OFFERED
CHE,Spring 2022,202,UGRD,Liberal Learning Domains,,Natural Science,,CHE 202 - GENERAL CHEMISTRY II,Laws and theories of matter in its various states: atomic and molecular structure from quantum and orbital interpretations; kinetics and equilibrium; periodicity and properties.  Quantitative experiments coordinated with lectures.  A working knowledge of elementary algebra is required.  Successful completion of a high school chemistry course is strongly recommended.,1,"CHE 201 or HON 201, both with a minimum grade of C-, is a prerequisite [RQ6169]",Fall and Spring
CHE,Spring 2022,370,UGRD,Liberal Learning Domains,,Natural Science,,CHE 370 - SPECIAL TOPICS IN CHEMISTRY,Selected topics of current relevance and interest in chemistry will be presented by faculty and guest lecturers with special areas of competency. Topics will be announced in advance.,1,,Fall and Spring
CHI,Spring 2022,360,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,World Views & Ways of Knowing,,CHI 360 - CHINESE PHILOSOPHY AND CALLIGRAPHY,"This course focuses on the development of Chinese philosophy and its modern applications, combined with learning the Chinese calligraphy technique. The dual emphasis on philosophy and the aesthetics of Chinese calligraphy will provide students with a more comprehensive understanding of the background and the practice of Chinese philosophy. A comparative approach to those materials will present students with ¿divergent points of view in the global community¿ and require that they learn to ¿recognize and respect a culture or society that is different from their own and comprehend some of its connections with other parts of the world.¿ This course will be conducted in English.",1,,Spring
CIV,Spring 2022,496,UGRD,Writing Intensive,,,Writing Intensive,CIV 496 - SENIOR PROJECT II,"Senior project focuses students¿ previous experience upon a specific technical project. Topics covered include project planning, project constraints, specifications and modern engineering tools, alternative designs and decision matrix, estimate of engineering cost, engineering ethics, public policy, and leadership. Students work closely with a faculty advisor.",0.5,CIV 495 is a prerequisite [RQ367],Spring
CLS,Spring 2022,108,UGRD,Liberal Learning Domains,,Social Change in Historical Perspectives,,CLS 108 - LATE ANTIQUITY,"Tracing the breakdown of Mediterranean unity and the emergence of the multicultural-religious world of the 5th to 10th centuries as the European, West Asian, and North African hinterlands interact.",1,,Fall and Spring
CLS,Spring 2022,170,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,Social Change in Historical Perspectives,,CLS 170 - TOPICS IN CLASSICAL STUDIES,"This is a Topics Course with no prerequisites, open to and appropriate for first-year students.",.25 - 1,,Occasionally
CLS,Spring 2022,250,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,CLS 250 - INTRODUCTION TO GREEK MYTHOLOGY,"An introduction to ancient Greek mythology through primary texts in English translation such as Homer's Iliad and Odyssey, Aeschylus' Agamemnon, Sophocles' Ajax, etc.  Focuses on the Trojan War cycle of myths and its greatest heroes in order to understand how the ancient Greeks explored important aspects of their society through literature that ostensibly presents mythological events and characters.  Attention is also given to visual representations of myth in sculpture and on vases and to differentiating the ancient Greek concept of ""myth"" from our own.",1,,Fall and Spring
CLS,Spring 2022,304,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,Social Change in Historical Perspectives,,CLS 304 - HISTORY OF THE ROMAN EMPIRE,The Roman imperial system at its height and its ultimate decline and/or transformation after the third century CE.,1,,Occasionally
CLS,Spring 2022,370,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Literary, Visual & Performing Arts|VPA for School of Education",,CLS 370 - SPECIAL TOPICS CLASSICAL STUDIES,"A 300-level course on one or more classical authors, texts, and/or topics not studied in depth in a regular course.  The texts in the course are read in English translation.  May be repeated for credit with permission of program coordinator.",1,,Occasionally
CMP,Spring 2022,337,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global|Race & Ethnicity,"Literary, Visual & Performing Arts",,CMP 337 - POSTCOLONIAL LITERATURE,"This course studies Anglophone literature in the wake of decolonization. With a focus on works produced in or about former European colonies, as well as an emphasis on postcolonial theory, this course equips students to think critically about the intersections between western and non-western traditions, imperialism, and globalization. Students will study fiction, poetry, drama, non-fiction, and/or film from at least two different postcolonial sites such as Nigeria, the Caribbean, Australia, India, etc.",1,,Occasionally
CMP,Spring 2022,340,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender|Race & Ethnicity,"Literary, Visual & Performing Arts|VPA for School of Education",,CMP 340 - EDUCATIONAL EQUITY AND SOCIAL JUSTICE IN DOCUMENTARY FILM,"This course will utilize documentary films to understand the concepts of intersectionality, structural justice, and social change as they pertain to schooling in the United States. Student will move beyond a survey-model of diversity (e.g.""isms"", one-dimensional identity categories) to understand how perceptions of difference are situated within larger societal norms. This course uses the narratives of documentary films to facilitate participants' analysis of their own location(s) within various social institutions and a deeper understanding of educational policy and practice. Students will create their own short documentary film that demonstrates their analysis of key content from this course.",1,,"Fall, Spring and Summer"
COM,Spring 2022,118,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,COM 118 - INTRODUCTION TO TELEVISION STUDIES,"Why study television? Is broadcast television a dying form or are we in a new ¿golden age¿? What are the possibilities and challenges of representation in the post-network era? This course will examine the diverse ways that television has been conceptualized, theorized, and analyzed by media scholars in the discipline of television studies. We will use different critical perspectives to examine television as an industry, a mode of entertainment, and a site of textual meaning by exploring how economic and political forces, technological innovation, advertisers, creative producers, and audiences have interacted to shape how these cultural products, narratives and processes have become part of our social history.",1,,"Fall, Spring and Summer"
COM,Spring 2022,172,UGRD,Writing Intensive,,,Writing Intensive,COM 172 - INTRO TO MEDIA COMMUNICATION,"Surveys broadcast, print, and digital communication industries in terms of their origins, development, and social impact.  Students are introduced to various theoretical perspectives of media ownership and the press, industry practices, and media influence.  Ethical, legal, political, and economic issues surrounding the mass media are also analyzed.",1,,Fall and Spring
COM,Spring 2022,242,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,COM 242 - INTERPERSONAL COMMUNICATION,"Examines interpersonal communication, combining theory with practice; emphasizes the uniqueness of interpersonal communication as opposed to communication in other settings.",1,,Fall and Spring
COM,Spring 2022,293,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,COM 293 - HEALTH & RISK COMMUNICATION:A SOCIAL MARKETING APPROACH,"This course examines the impact of public communication campaigns, in particular health communication campaigns, aimed at informing and persuading mass audiences.  Special attention is given to the selection of achievable objectives, to the integration of carefully chosen strategies with specific tactics for designing successful campaigns, and to the evaluation of campaign effectiveness.",1,,Fall and Spring
COM,Spring 2022,390,UGRD,Liberal Learning Domains|Writing Intensive,,Quantitative Reasoning,Writing Intensive,COM 390 - METHODS OF COMM RESEARCH & ANALYSIS,"An introduction to several major methodologies for analyzing, discovering, and testing observations about communication processes and effects in both print and electronic media.  Perspectives include experimental, survey, and content analysis.  Students completing this course should be able to critically evaluate communication and other behavioral and scientific research.",1,Reserved for  Juniors and Seniors or by permission of instructor. [RQ128],"Fall, Spring and Summer"
COM,Spring 2022,411,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,COM 411 - INTERCULTURAL/RACIAL COMMUNICA,"This seminar focuses on the importance of developing one's ability to communicate effectively with people from diverse cultures and co-cultures. Through personal reflections, current event reports, intercultural film critiques, stereotype storytelling, and indepth class discussions, students study communication within and between cultures and co-cultures, develop intercultural communication competence, and achieve personal growth, social responsibility, and worldmindedness.   This course may include a semester-long Advanced Community Engaged Learning (ACEL) project where students are guided to conduct ethnographic service-learning at local organizations to create intercultural communication deliverables or to organize community events related to intercultural communication. In addition, students in this class may have the opportunity to participate in Intercultural Development Inventory® (IDI®) assessment and be coached by the instructor, Qualified Administrator of IDI, in order to build their intercultural competence in school, organization, and career.",1,,Fall and Spring
COM,Spring 2022,441,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,COM 441 - ORGANIZATIONS AND LEADERSHIP,"The study of the internal communication requirements of organizations.  Covers communication problems and solutions associated with conflict, interpersonal power and influence, communication varies, information flow, and communication channels.",1,,Spring
CRI,Spring 2022,100,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,CRI 100 - INTRODUCTION TO CRIMINOLOGY,"Students will explore the historic need in societies to shape and control the behavior of their members so that they conform to established group norms. The course will examine the complex interaction between factors such as culture, law, power and equity that contribute to the maintenance of social order.  It will address the development of legal systems from the social science perspectives; investigate the nature of normative social control (sociological theory relative to conformity, conflict and power); and explore, in both a historical and contemporary vein, the development and maturation of formal justice systems (enforcement, adjudication and corrections) which act coercively against rule violators.",1,,Fall and Spring
CRI,Spring 2022,202,UGRD,Writing Intensive,,,Writing Intensive,CRI 202 - Penology,"This course examines the competing rationales of punishment. It traces how the concept of punishment has evolved over time from ancient forms of punishment to present day incarceration. Special topics such as female inmates will be explored. Amendments to the United States Constitution and decisions from the United States Supreme Court relevant to correctional issues will be carefully examined. Finally, there will also be an exploration of the various forms of community corrections (e.g., probation, parole, residential programs, day reporting centers, etc.) and how they fit into a correctional continuum and the issues surrounding the use of the community corrections resources.",1,,Fall and Spring
CRI,Spring 2022,215,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,CRI 215 - DATA MANAGEMENT AND ANALYSIS,"The ability to manage, transform and analyze data is critical to those seeking advanced study in the social sciences, those aspiring to work in governmental agencies such as the Federal Bureau of Investigation, and even those seeking employment in local law enforcement. SAS is one of the most powerful software programs available to manage, transform and analyze data. SAS will be used exclusively in this course. This course provides the student with the rudiments of managing, transforming and summarizing variables and data sets using Base SAS.  Data management in Base SAS will be accomplished via the DATA step, procedure statements, and (time permitting) macros.",1,STA 115 or STA 215 is a prerequisite. [RQ#5708],Fall
CRI,Spring 2022,256,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Gender,"Behavioral, Social or Cultural Perspectives",,CRI 256 - WOMEN IN THE CRIMINAL JUSTICE SY,"This course offers an understanding of the treatment of women as professionals, litigants, victims, and offenders in the justice system.  It examines what happens to women in the criminal justice system, how that is related to issues of social inequality, and what alternatives are available using a social justice framework.  Because any discussion of women, crime, and justice must acknowledge both the diversity of women and the diversity of crimes and conditions under which they are made and enforced, the course will look at all issues through a constantly developing and changing/race/class/gender/sexual orientation perspective.",1,,Occasionally
CRI,Spring 2022,370,UGRD,Liberal Learning Civic Resp.,Race & Ethnicity,,,CRI 370 - SPECIAL TOPICS IN CRIMINOLOGY,"The Department of Criminology seeks to shape students who become informed citizens able to analyze critically and problem solve justice related issues with a genuine concern for social responsibility, fairness and equity.  To that end, the department offers coursework that is current and relevant to today's society.",1,,
CRI,Spring 2022,499,UGRD,Writing Intensive,,,Writing Intensive,CRI 499 - SENIOR CAPSTONE POLICY ANALYSIS,"This course will provide the student with the ability to critically examine, assess and analyze criminal justice policy alternatives. Students will be expected to formulate policy options and craft policy proposals that present a thoughtful, cogent and reasoned rationale for the option being recommended. Students will learn the tools to persuasively present policy proposals. Various sentencing policy changes that have affected correctional populations in the United States such as drug policies will be explored. Finally, students will have to conduct cost-benefit analyses and return on investment calculations.",1,CRI 306 is a prerequisite. [RQ5116],Fall and Spring
CSC,Spring 2022,271,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,CSC 271 - DISCRETE STRUCTURES OF COMPUTER SCI FOR MATH MAJORS,"This course is an addition to MAT 200: Proof Writing Through Discrete Mathematics, and is meant to explore discrete mathematics concepts and structures that are fundamental to computer science, but are not covered in that class. This course, together with MAT 200, replaces the CSC 270 requirement for Mathematics majors minoring in Computer Science.  Topics will include applications of number theory, recursion, graphs, trees, languages and grammars, and finite state machines.  This is a half unit course and will consist of one weekly session instead of the usual two.",0.5,"MAT 200 & CSC 220 with a grade of C or higher, or CSC215 or CSC250 in lieu of CSC 220, are prerequisites. .  [RQ#6124]",Fall and Spring
CSC,Spring 2022,275,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,CSC 275 - MINI COURSE IN COMPUTER SCIENCE,"Through faculty guided lecture and active learning  experiences, students explore a topic in the field of computer science.  This course  provides  an opportunity to broaden understanding of computing principles  and develop skills beyond the traditional curriculum. Students may learn programming languages, software tools, or hardware platforms. Students may engage in software use and development, as well as in technical readings  and discussion. Course topics dictate the length and weight of the course.  The course may be repeated with change of topic.  Free elective credit only.",.25 - .5,Prerequisites are determined by the specific course topic.  [RQ#6184],"Fall, Spring and Summer"
CSC,Spring 2022,399,UGRD,Writing Intensive,,,Writing Intensive,CSC 399 - INTERNSHIP IN COMPUTER SCIENCE,"A supervised computer-related field experience in industrial, governmental, or private sector.  Faculty supervisor advises the student where to focus the learning objective for the given internship.  A project at the internship is to be the level of research in junior/senior independent study topics in computer science.  Grading is a letter grade.   A comprehensive paper, reflective essay, on-site visit, and poster presentation are required. This course is restricted to CS majors.",1,"CSC 325, CSC 335, CSC 345 & CSC 415, a college-specified minimum GPA of 2.5, and departmental consent, are prerequisites.  [RQ#5867]",Fall and Spring
CSC,Spring 2022,415,UGRD,Writing Intensive,,,Writing Intensive,CSC 415 - SOFTWARE ENGINEERING,"This course introduces students to software engineering with an emphasis on collaborative problem solving and software application development. It aims to integrate the principles of computer science and other disciplines to develop systematic models and reliable techniques for producing high-quality software. The Unified Modeling Language is used to describe each stage of application development, particularly analysis and design.",1,"CSC 230, CSC 270 and MAT 127 each with a grade of  C or higher are prerequisites.  Non-majors may use CSC 250 in lieu of CSC 230.  Mathematics majors may use MAT 200 and CSC 271 each with a grade of C or higher in liew of CSC 270. [RQ#6057]",Fall and Spring
CSC,Spring 2022,426,UGRD,Liberal Learning Domains,,Quantitative Reasoning,,CSC 426 - MACHINE LEARNING,"This course provides an introduction to machine learning. Machine learning is when computers learn from patterns in previously observed data how to make useful predictions about new data. The course will cover mathematical and computational foundations of machine learning algorithms. Supervised machine learning algorithms such as neural networks will be covered, as well as applications.",1,CSC 230 and CSC 270  and MAT 127 each with grade of C or higher.  Non-majors may use CSC 250 in lieu of CSC230.  Mathematics majors may use MAT200 and CSC271 in lieu of CSC270. [RQ#6385],Occasionally
CSC,Spring 2022,498,UGRD,Writing Intensive,,,Writing Intensive,CSC 498 - MENTORED RESEARCH 1,"Intensive study of an advanced topic in computer science under the supervision of a faculty mentor. Emphasizes student activity, use of journals and monographs, discussions, solution and presentations of problems. This course culminates in the writing of a journal-style paper and the presentation of a public lecture. In order to satisfy the one course unit capstone requirement for the major, this course must be completed within a single semester or within two consecutive semesters with the same project and mentoring faculty, and includes a presentation of a public lecture or a poster.",.25 - 1,"CSC 415 with a grade of C or higher, minimum 2.5 GPA, minimum of 12 earned course units, and departmental consent. [RQ#5953]",Fall and Spring
CSC,Spring 2022,499,UGRD,Writing Intensive,,,Writing Intensive,CSC 499 - MENTORED RESEARCH 2,"CSC 499/Mentored Research II in Computer Science 0.25, 0.5, 0.75 or 1 course unit (every semester) Prerequisites: CSC 498, minimum 2.5 GPA, and minimum of 12 earned course units, and permission of faculty mentor For continuing projects begun in CSC 498.",.25 - 1,"CSC 498 is a prerequisite, minimum 2.5 GPA, minimum of 12 earned course units, and departmental consent.  [RG5632]",Fall and Spring
ECE,Spring 2022,102,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,ECE 102 - MULTICULTURAL CHILDREN'S LITERATURE,"Explores the use of children's literature in literacy instruction as a vehicle to help children learn about themselves and their place in the world. Students develop skills in selecting and critiquing various genres, as well as how to incorporate children's literature in the classroom in a developmentally appropriate manner.  Through this course, students will be exposed to a variety of award winning and multicultural literature.",1,,Fall and Spring
ECE,Spring 2022,113,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts|VPA for School of Education",,ECE 113 - SP.ED. AND THE ARTS IN ELE/ECE CLASSROOMS,"Throughout this course, students will gain an understanding of the array of exceptional learners, disability classifications/characteristics, ELL students, legislative expectations for these individuals related to educational service (IDEA, FAPE, LRE, 504, etc.). The coursework will examine the key role of creativity in music, dance/movement, visual arts, drama, and play in the development of children. The diversity that occurs within these expressive avenues is studies to develop an understanding of how development, culture, community, and family play a role.",1,,Fall and Spring
ECE,Spring 2022,201,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,ECE 201 - INFANT THRU ADOL DEV EARLY CHILD,"Emphasizes the educational implications and applications of research on child development, cognitive science, learning, and teaching from pre-birth through adolescence.  Topics of theories of human development, process, and changes of human development with a focus on the cognitive, social, and emotional aspects and the interplay of each domain are included in the course.  Additionally, the course covers topics of individual and cultural variations and adapting instruction to meet students' individual differences-social differences, emotional differences, and cognitive differences.  Simultaneously, through the assignments designed for the course, students will develop skills of observation, application, and analysis.",1,EDU 096 is a prerequisite and RAL 222 is a corequisite. [RQ#392],Fall and Spring
ECO,Spring 2022,101,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,ECO 101 - PRINCIPLES OF MICROECONOMICS,An introduction to the analysis of price determination in product and resource markets under varying market structures in a capitalistic system.  A research paper is required.,1,"MAT 095 or MAT 096 or MAT 119 or MAT 120 or MAT 125 or MAT 127, or an SAT math score of 550 or better or an ACT score of 24 or better, is a prerequisite. [RQ5172]",Fall and Spring
ECO,Spring 2022,102,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,ECO 102 - PRINCIPLES OF MACROECONOMICS,"A introduction to the measurement and analysis of the aggregate level of economic activity including unemployment, interest rates, inflation, exchange rates and economic growth. Government fiscal and monetary policies are examined along with international economic interactions.",1,"MAT 095 or MAT 096 or MAT 119 or MAT 120 or MAT 125 or MAT 127, or an SAT math score of 550 or better or an ACT score of 24 or better, is a prerequisite. [RQ5172]",Fall and Spring
ECO,Spring 2022,210,UGRD,Liberal Learning Domains,,World Views & Ways of Knowing,,ECO 210 - HISTORY OF ECONOMIC THOUGHT,"The development of economic analysis from the classical school until today. The ideas of Smith, Ricardo, Marx, Marshall, Keynes, Pigou, and Sraffa are analyzed.  A research paper is required.",1,,Spring
ECO,Spring 2022,340,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,ECO 340 - INTERNATIONAL ECONOMICS,"Study of the theory, policy and institutions of international trading and monetary relations.  A research paper is required.",1,ECO 102 is a prerequisite [RQ287],Spring
ECO,Spring 2022,495,UGRD,Writing Intensive,,,Writing Intensive,ECO 495 - SENIOR THESIS IN ECONOMICS,"Independent research under faculty supervision.  Students must have a topic approved by their mentor (faculty advisor) prior to registration of this course.  This course is the capstone course and research course for economics. The student will complete a formal research paper and present it in front of the faculty members and students. (spring, and by arrangement)",1,ECO 494 is a prerequisite. [RQ#5833],Spring
EED,Spring 2022,380,UGRD,Writing Intensive,,,Writing Intensive,EED 380 - TEACHING WRITING,"This course will serve as an introduction to various theoretical and methodological approaches to the teaching of middle and high school English. Specifically, EED 380 will focus on the teaching of writing and provide information on writing with and about literature, implementing writing workshops, crafting developmental and holistic writing assessments, and negotiating standardized tests.",1,,Fall and Spring
EED,Spring 2022,390,UGRD,Writing Intensive,,,Writing Intensive,EED 390 - METHODS OF TEACH SECONDARY ENGL,"This course will serve as an introduction to various theoretical and methodological approaches to the teaching of middle and high school English. Specifically, EED 390 will focus on the teaching of reading and provide information on how to assess secondary students' reading needs, improve students' comprehension, develop developmentally appropriate, content-rich and standards-based curricula, and foster students' engagement in and ownership of their reading experiences.",1,LNG 201 or LNG 202 or WLC 215 is a prerequisite.  [RQ#6253],Fall and Spring
EED,Spring 2022,490,UGRD,Writing Intensive,,,Writing Intensive,EED 490 - STUDENT TEACHING ENGLISH,"Teaching during the senior year with approved teachers in the public schools. Supervised and observed by college and public school teachers. Observation, participation, and responsible teaching. Required for English education students.",2,,Fall and Spring
EFN,Spring 2022,398,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives|Social Change in Historical Perspectives",,EFN 398 - HISTORICAL AND POLIT CONTEXTS OF SCHOOLS,"This course studies the complexities of schooling as a major American public institution by using theoretical and methodological approaches found in the social sciences, including anthropology, sociology, philosophy and political science.  Students will learn how social forces shape educational systems, especially in periods of change and reform.  By examining historical cases, students will interpret how these forces have influenced efforts to achieve democratic schooling in America.  Students will be expected to formulate their reflections into personal commitment for action. Students must earn a minimum grade of C+ to meet program requirements.",1,,Fall and Spring
ELC,Spring 2022,496,UGRD,Writing Intensive,,,Writing Intensive,ELC 496 - SENIOR PROJECT II,"Senior project focuses students¿ previous experience upon a specific technical project. Library research, design, cost analysis, construction, testing, and project management. Students work closely with a faculty advisor.",0.5,ELC 495 is a prerequisite.  [RQ#5923],Fall and Spring
ELE,Spring 2022,102,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts",,ELE 102 - MULTICULTURAL CHILDREN'S LITURATURE,"Explores the use of children's literature in literacy instruction as a vehicle to help children learn about themselves and their place in the world. Students develop skills in selecting and critiquing various genres, as well as how to incorporate children's literature in the classroom in a developmentally appropriate manner.  Through this course, students will be exposed to a variety of award winning and multicultural literature.",1,,Fall and Spring
ELE,Spring 2022,113,UGRD,Liberal Learning Domains,,"Literary, Visual & Performing Arts|VPA for School of Education",,ELE 113 - SP.ED. AND THE ARTS IN ELE/ECE CLASSROOMS,"Throughout this course, students will gain an understanding of the array of exceptional learners, disability classifications/characteristics, ELL students, legislative expectations for these individuals related to educational service (IDEA, FAPE, LRE, 504, etc.). The coursework will examine the key role of creativity in music, dance/movement, visual arts, drama, and play in the development of children. The diversity that occurs within these expressive avenues is studies to develop an understanding of how development, culture, community, and family play a role.",1,,Fall and Spring
ELE,Spring 2022,201,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,ELE 201 - CHILD & ADOLESCENT DEVELOPMENT,"Emphasizes the educational implications and applications of research on child development, cognitive science, learning, and teaching from pre-birth through adolescence.  It is a systematic study of children in the elementary and middle school environment focusing on the whole child.  Through an analysis of child development theories and research on learning and cognition, students will gain a deeper understanding of how children and adolescents grow and learn in different cultural contexts.  The course includes instruction in the college classroom plus a weekly field experience.",1,EDU 096 is a prerequisite & RAL 221 is a corequisite. [RQ#396],Fall and Spring
ELE,Spring 2022,203,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Race & Ethnicity,"Behavioral, Social or Cultural Perspectives",,ELE 203 - SCHOOLING AND THE AMERICAN DREAM,"The course begins with a study of urban education settings in New Jersey.  Through texts, supplemental readings and experience in the field, students will explore the varied and rich social and political history of urban districts and analyze the educational foundations of the school system.  This course will explore the change forces in the market today and students will be given opportunities to connect their educational foundation theories with an examination of the implementation of programs sponsored by the state of New Jersey, where the goal is to raise student achievement level of the students in the district.",1,,
ENG,Spring 2022,214,UGRD,Writing Intensive,,,Writing Intensive,ENG 214 - CIRCUIT ANALYSIS LABORATORY,"A practical laboratory experience designing, simulating, breadboarding, and testing electric circuits to complement the theory in ENG 212.",0.5,ENG 212 is a corequisite,Fall
ETE,Spring 2022,341,UGRD,Liberal Learning Civic Resp.,Gender,,,ETE 341 - ENVIRONMENTAL & BIOTECHNOLOGY SYSTEMS,"This course introduces students to the world of environmental and biotechnology systems, at the intersection of the designed and natural worlds. Course content includes a number of critical broad concepts in contemporary technological studies including energy systems, sustainable design, medical technologies, waste remediation and ethical issues. Lecture topics are supported by pertinent laboratory and field experiences.",1,ETE 131 or MAT 127 are prerequisites.  Reserved for junior level status.   [RQ5151],Spring
FIN,Spring 2022,335,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Behavioral, Social or Cultural Perspectives",,FIN 335 - CAPITAL FLOWS & CURRENCY CRISIS,"This course examines the economic and financial forces that influence open economies.  Focuses on the causes of currency and banking crises and on the consequences of these crises for domestic economic growth and examines thoroughly the tools governments, central banks, and the International Monetary Fund use to manage balance of payments problems.  The course will provide students with a framework for analyzing international monetary policies and problems.",1,ECO 102 is a prerequisite [RQ287],"Fall, Spring and Summer"
FIN,Spring 2022,410,UGRD,Writing Intensive,,,Writing Intensive,FIN 410 - PORTFOLIO MGMT& DERIVATIVE SECUR,"Continuation of FIN 310 with emphasis on security valuation under uncertainty, efficient financial markets, options, commodity and financial futures, portfolio construction, and planning.",1,FIN 310 is a prerequisite [RQ292],Fall and Spring
FRE,Spring 2022,171,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Literary, Visual & Performing Arts",,FRE 171 - CONTEMPORARY FRANCE,"This course is an interdisciplinary survey course that does not require any knowledge of French. Students will learn about French culture, make comparisons between this culture and their own, and establish connections with other disciplines such as history, sociology, film studies, and literature. We will study both products and practices of French culture, participating in group-activities to analyze a broad range of texts including those representative of high culture (e.g., literature and film) and low culture (e.g., television commercials or expectations of riding in the subway in Paris). Ultimately, students will gain a nuanced understanding of the social practices and expectations of French in their own native speech community and will develop and practice critical thinking skills in analyzing stereotypical ideas of France, French, and French culture. Students will demonstrate a sophisticated understanding of France as a complex society with a turbulent history and a future fraught with both potential and challenge. Students with French-language expertise may opt to take the course for LAC credit with readings and papers in French.",1,,Fall and Spring
FYS,Spring 2022,162,UGRD,Liberal Learning Civic Resp.,Race & Ethnicity,,,FYS 162 - FIRST-YEAR SEMINAR: RACE & ETHNICITY,"As the cornerstone of the College's Liberal Learning Program, the First-Year Seminar is designed to provide all first-year students with an intellectually exciting and challenging experience. Each seminar is designed around a topic selected for its special interest by an individual professor.  Students are encouraged to use the First-Year Seminar to deepen their current interests or to explore new academic opportunities while developing critical thinking skills that will apply to other course work. Each seminar is limited to about 18 students, is writing intensive, and demands the active participation of all students. Limited to first-year students; does not fulfill major requirements.",1,FYW 102 is a prerequisite.  [RQ#6392],Fall and Spring
FYS,Spring 2022,163,UGRD,Liberal Learning Civic Resp.,Gender,,,FYS 163 - FIRST-YEAR SEMINAR: GENDER,"As the cornerstone of the College's Liberal Learning Program, the First-Year Seminar is designed to provide all first-year students with an intellectually exciting and challenging experience. Each seminar is designed around a topic selected for its special interest by an individual professor.  Students are encouraged to use the First-Year Seminar to deepen their current interests or to explore new academic opportunities while developing critical thinking skills that will apply to other course work. Each seminar is limited to about 18 students, is writing intensive, and demands the active participation of all students. Limited to first-year students; does not fulfill major requirements.",1,FYW 102 is a prerequisite.  [RQ#6392],Fall and Spring
FYS,Spring 2022,164,UGRD,Liberal Learning Civic Resp.,Global,,,FYS 164 - FIRST-YEAR SEMINAR: GLOBAL AWARENESS,"As the cornerstone of the College's Liberal Learning Program, the First-Year Seminar is designed to provide all first-year students with an intellectually exciting and challenging experience. Each seminar is designed around a topic selected for its special interest by an individual professor.  Students are encouraged to use the First-Year Seminar to deepen their current interests or to explore new academic opportunities while developing critical thinking skills that will apply to other course work. Each seminar is limited to about 18 students, is writing intensive, and demands the active participation of all students. Limited to first-year students; does not fulfill major requirements.",1,FYW 102 is a prerequisite.  [RQ#6392],Fall and Spring
GER,Spring 2022,171,UGRD,Liberal Learning Civic Resp.|Liberal Learning Domains,Global,"Literary, Visual & Performing Arts",,GER 171 - CONTEMPORARY GERMANY,"An interdisciplinary survey course that does not require any knowledge of German. Students will learn about German cultures, establish connections with other disciplines such as history, sociology, film studies, and literature, and gain a nuanced understanding of the social practices and expectations of native speakers of different varieties of German within their own speech communities. Students will develop and practice critical thinking skills in analyzing stereotypical ideas of people in German-speaking cultures. Students with German-language expertise can opt to take the course for LAC credit with readings and papers in German.",1,,Fall and Spring
HES,Spring 2022,160,UGRD,Liberal Learning Domains,,"Behavioral, Social or Cultural Perspectives",,HES 160 - CURRENT HEALTH & WELLNESS ISSUES,"This course is designed so that students learn to explore wellness as an active choice based on understanding of the science of health/wellness and the statistical study of risk factors for mortality and morbidity.  Students will develop this understanding through an investigation of lifestyle issues facing college students.  They will learn how to assess their lifestyles, interpret indicators and trends, and evaluate choices using comprehensive health assessments.",1,Reserved for Health and Exercise Science candidates. [RQ5217],Fall and Spring
